symbol,ann_returns,ann_vol,ann_daily_variation,ann_max_drawdown,sharpe_ratio,beta,clusters
A,0.08400270391294867,0.12161454655068046,0.18563197754793406,0.12821477825296812,0.6881865069422106,0.5111943808152428,0
AAL,0.02817029284425815,0.2748436052181765,0.3559514630299109,0.566204596934766,0.22005146366371298,0.6163873139310041,1
AAPL,0.1453331333321599,0.141592099348858,0.18004694586803838,0.34640354480230573,0.8456957630366848,0.5828585397418886,0
ABBV,0.09714355124310131,0.17872407815831806,0.24519306297304824,0.42294883868054556,0.581140681152125,0.40407501839672205,2
ABT,0.12301148744222226,0.07020700391772872,0.16305900718534624,0.03448195267453652,0.887966171083822,0.4241081476665271,0
ACGL,0.05088659192533462,0.04751363060625588,0.17113154643653705,0.21615076186741997,0.6407009962007766,0.3392020174670012,0
ACN,0.08545292561234952,0.059173226266517526,0.1392418291791898,0.16062120046300818,0.7755842192569129,0.40557083882994305,0
ADBE,0.1804997719044942,0.17936555602025064,0.2360174799993409,0.19518585847773004,0.8770869829654442,0.5370421973387847,0
ADI,0.07673259433365487,0.15573846331741895,0.23475124901248953,0.16985457661383127,0.6249816887657029,0.6249405869813187,0
ADM,0.019129916153925314,0.07144182889228823,0.1734072014396893,0.2154974750690374,0.41350042738902953,0.37982471791446903,2
ADP,0.07277051778487328,0.0841936927272344,0.16809592864514156,0.12138313130415915,0.6906271833259789,0.43236621202881403,0
ADSK,0.12803862596882445,0.2605285959663193,0.30325243055111073,0.18591463856936521,0.6954364670128991,0.6093466449527246,0
AEE,0.06393795284553866,0.01885098169811114,0.14349467357557152,0.10664717048100553,0.7155355321704138,0.1376788939304432,0
AEP,0.06524199391387467,0.007826012858104192,0.1311560028394399,0.10243311268577474,0.7701183791668342,0.10838316899765954,0
AES,0.08657196065866632,0.11543882689529553,0.2209273183972504,0.12335817047534464,0.7047097631498346,0.29467630785972243,0
AFL,0.06937235213072515,0.029296810814632285,0.12747420751281824,0.06741572306825538,0.7165294694952193,0.309010616290894,0
AIG,0.0038149204366668132,0.10002307045193978,0.18945291209819984,0.39781024183686065,0.2684883571394171,0.4388596667492805,2
AIZ,0.05104044611966285,0.08569265174424776,0.18928017888008544,0.1797209866493423,0.6023558902380481,0.32792895174901615,0
AJG,0.08922289283478477,0.026573561532759138,0.13572019170448105,0.03187226788668543,0.8635951393600996,0.35227108349466363,0
AKAM,0.03734172198721447,0.20454811395982345,0.22504093620067947,0.3270431210011465,0.4790883816585829,0.45790853837906315,2
ALB,0.06337956891539201,0.23458453488945116,0.293690243403099,0.5722459923840203,0.3190154833551122,0.6293893897519284,1
ALGN,0.23009792499691026,0.3736263979443425,0.38881521008474507,0.5492491477023645,0.6988608391304976,0.6212203113556394,1
ALL,0.05924841334729533,0.04503320174296169,0.13742460125739456,0.18767626109399801,0.6863777416500179,0.3147338129024691,0
ALLE,0.09179318572723405,0.08259496551194431,0.18740983740011538,0.11690423365903185,0.7632646079032879,0.36282233004529,0
AMAT,0.09495247268828896,0.2679351212969049,0.31397335065559506,0.5066032064632663,0.6246768192894789,0.6740744615749077,1
AMCR,0.025600221695848024,0.08244326888351797,0.0,0.23048178232542724,0.43014671667770865,0.2580275591659642,2
AMD,0.24371563518962094,0.5735871466064064,0.5740011949557231,0.46980292639121213,0.7237618483654473,1.0,1
AME,0.09954479155355145,0.06627868115806637,0.15657524427528577,0.1558094208749101,0.8270404665783744,0.4607849652247426,0
AMGN,0.0722964601535977,0.0926364416422861,0.19959646628747216,0.11796924076834173,0.6732568286093934,0.31646601839901395,0
AMP,0.06427118348543892,0.15094335325470434,0.23370277263825937,0.4220763212827968,0.5931847052427911,0.6228862468538197,1
AMT,0.12237507137138662,0.05912117982306797,0.17991467675544176,0.06454808341338802,0.8990500381707214,0.11522903472730522,0
AMZN,0.14527177132528477,0.17740530908925936,0.21494875538563116,0.2950291023672461,0.7688044266665145,0.5451007111781385,0
ANET,0.19020429299416444,0.39010796727774255,0.3556039486499023,0.40558986063641156,0.6004466768743602,0.5621918955395004,1
ANSS,0.15047358070865816,0.12854991375760025,0.23120037163164633,0.22172817037219442,0.8777908064814774,0.5580844175722605,0
AON,0.08722679408307918,0.04288825009620037,0.14363043819486618,0.09581384766637216,0.8143802108647523,0.38134950959933733,0
AOS,0.04423006081496972,0.11811520664553668,0.21574908844870147,0.3514454233357942,0.3839838124573556,0.44647438372335213,2
APA,0.0004389607337182966,0.3440168118955196,0.4104551766197292,0.6988973091424177,0.14938253798109072,0.6880610934544762,1
APD,0.07609551299564091,0.05470465619300521,0.1486062857174557,0.045085126726204156,0.709490387627955,0.36097456139250406,0
APH,0.06428235890355743,0.06333139929424658,0.1462392053267038,0.1571388393561419,0.6789498574059898,0.5000075599729927,0
APTV,0.08007036576389709,0.18816334134486276,0.25386911379626476,0.3826663374591853,0.5999263211077523,0.6363511342577082,1
ARE,0.05787629052570584,0.04328909060413494,0.15981845742411532,0.07568054991796833,0.6778094667197392,0.2330889608915115,0
ATO,0.06128149547561673,0.014393205723576247,0.14104702776939923,0.07784149687794534,0.7268870221731962,0.14324934018409058,0
AVB,0.037653285541916964,0.02315384244795518,0.1545425825992525,0.14098036043348844,0.5560432870513669,0.17750517037501695,0
AVGO,0.09362795320291314,0.21020315903398676,0.2697502606965131,0.2049948313372882,0.6433648748744576,0.5529183571313269,0
AVY,0.09341455720167896,0.0937943778838943,0.17132700414691238,0.251623316007507,0.7395462091553424,0.43568496021216907,0
AWK,0.08356046486561025,0.027194970569743765,0.14864096846911054,0.09719868693703995,0.7890391682273555,0.08673293268678661,0
AXON,0.17389965424049345,0.4020456285567615,0.41020486545323365,0.444440286536677,0.6934014166549478,0.5838631116444807,1
AXP,0.0738887351608683,0.06520378786698008,0.148906782314106,0.13918149575878808,0.7094089900445606,0.4465727336843373,0
AZO,0.0565973886937885,0.14643028553282586,0.24016402835206782,0.33882881723988434,0.5621052598481168,0.2919624439839653,2
BA,0.16245295762581288,0.1671382839787434,0.226284672501587,0.205392020140809,0.7389168587541183,0.40403640310605154,0
BAC,0.0649118456556683,0.12225408730998491,0.20626651796535203,0.24464399666800377,0.6194302454453385,0.5157542639537546,2
BALL,0.10703767886019652,0.08654319540454367,0.188412562647594,0.1472515322318444,0.6905995899901962,0.26459229172590865,0
BAX,0.09857485659793089,0.07490950591343537,0.15869849002436068,0.1409833307612537,0.7801420833636659,0.38595246493825597,0
BBWI,0.001660164767725486,0.40128116901632604,0.43208296159739357,0.7411185650919312,0.11639789645816798,0.6037960154522686,1
BBY,0.11131403515759195,0.26570223277337135,0.29785359422733393,0.373247055466685,0.6587890040400343,0.5067212545234285,1
BDX,0.06923856049542129,0.07669857181775835,0.17406190891657852,0.13513091710183844,0.6817783200511611,0.4394125642357298,0
BEN,0.01894851773405734,0.12058897040178543,0.21820935264879562,0.3386060638480731,0.20235418646369172,0.5339298233218155,2
BF-B,0.0934145588745279,0.10371705337418144,0.19340816454799117,0.16223080100900075,0.7375205379819569,0.33192297952078686,0
BG,0.016539565204743978,0.17327096982603782,0.24136667456684271,0.34986253186551874,0.30726289553579933,0.32087711645499406,2
BIIB,0.03222720037479479,0.29045466969679135,0.27385595941573504,0.4049046372290668,0.3877725882699803,0.3208177673510067,2
BIO,0.09593909795044347,0.18567600902036777,0.23968886868674125,0.27653775387355495,0.6672739108101327,0.5013249883659958,0
BK,0.024837010964258832,0.08907394427158347,0.18219156074086326,0.21495342602737108,0.42266082412025296,0.40322431899015976,2
BKNG,0.04880798489424254,0.13185263818698287,0.18868482713099585,0.20894378537283412,0.5337060624536075,0.4564533909975559,2
BKR,0.0,0.22342604950291403,0.35675909114254056,0.512133977071857,0.186387148360627,0.4876169607857266,1
BLDR,0.11011877287249672,0.30565166582465186,0.4081591842956236,0.54509219372458,0.6357070732753844,0.45756673032202116,1
BLK,0.05591061231291242,0.09494594324221997,0.18520141539172894,0.33433216648031805,0.5556803863783046,0.5431181906056376,2
BMY,0.020899071471109976,0.14304988368566615,0.22007866855879252,0.3067875080860679,0.4393917375649176,0.3287276783686885,2
BR,0.10343665707217178,0.08794806439568184,0.17071565690739662,0.27971685175669825,0.7576847852291554,0.4050524428452534,0
BRK-B,0.039649640035517686,0.04217020958858983,0.1189687010241069,0.08526299826770337,0.5815071300506633,0.3650759814014232,0
BRO,0.08054001939786457,0.023941318647200893,0.1392151937561977,0.090912405898143,0.8185653500287,0.34967865794067865,0
BSX,0.09815044998724268,0.1317393857775138,0.2170519666013306,0.11595306009945777,0.7264935391355505,0.45470346594920796,0
BWA,0.04616591044167301,0.19250193099000154,0.2767574346460173,0.4264964661891574,0.4161582608788629,0.622991771913125,1
BX,0.12476623367357095,0.12275574726907354,0.24680893103052445,0.23647012099342593,0.817879722541544,0.47048714200641534,0
BXP,0.019531554663632628,0.05021538721215266,0.16867349359238418,0.11233191324667197,0.4591968278309962,0.27959034207231626,2
C,0.042984638538071995,0.1111365080235793,0.2044815779421181,0.33019312847190985,0.5442037168216989,0.607091914794503,2
CAG,0.005606356711025634,0.1953586029635664,0.2257492581664783,0.4530356521834684,0.33366245139079126,0.3543766016243323,2
CAH,0.013419502545206241,0.20242740246617394,0.267536643253356,0.4342969157512081,0.25121863242102893,0.3932444386963712,2
CAT,0.08258124595938587,0.17272555558309113,0.23334910302115683,0.2833653119336148,0.608214318527223,0.577158967753522,2
CB,0.03095754564091341,0.03427441201741088,0.14263635562088242,0.1461511468311571,0.5206617748146822,0.29483330567941435,2
CBOE,0.08582386759013291,0.08788978978260367,0.23230728630198086,0.2723298907686892,0.6898953126826539,0.13388481725879864,0
CBRE,0.08799325932922675,0.10882065269333177,0.2076608594514668,0.18541457199485986,0.718831467669657,0.5187770391181283,0
CCI,0.0831565996602103,0.057695161443476695,0.1795206271704722,0.03338079437390684,0.7571560249657558,0.149296471175193,0
CCL,0.04162655341341015,0.13047361325720172,0.1841956280542196,0.37278701841027995,0.3918391864922852,0.44284892242624346,2
CDNS,0.16621369422795076,0.1623796998052817,0.2200799576051458,0.15089061689442715,0.8346248683079145,0.6182022733059823,0
CDW,0.15882717368546725,0.13260902719284542,0.22445880557422918,0.14835030548158643,0.8893902514042584,0.47122263301817374,0
CE,0.06728496836388814,0.1213231510367925,0.21782051754991974,0.22547296280917548,0.6074745887830482,0.5376235623157786,2
CF,0.0812004235785358,0.26866161815476486,0.3697683399909176,0.24953693680022246,0.5432551141285529,0.5116816354895863,2
CFG,0.03630365480618228,0.15074367067500408,0.25854596547603526,0.36595451414649427,0.4558637580769095,0.5044413630706936,2
CHD,0.08305513593922412,0.08120127551247888,0.16880645658970597,0.12113918950181382,0.6618174534213184,0.14579183149926467,0
CHRW,0.042972810200529066,0.1206216467329039,0.2108612709074185,0.17442198762436648,0.43414017163207624,0.3402452400925059,2
CHTR,0.06981319413605158,0.16529250360585232,0.25975994810932446,0.30715687523852997,0.6172427542364243,0.32290760872446644,2
CI,0.06435343150067899,0.14661265374067908,0.2427149216917661,0.31310076276595555,0.5606961068186276,0.37878016660878566,2
CINF,0.06514541730989099,0.063764528084405,0.16285291449150718,0.06916887763290111,0.6294314313161511,0.30730145493308264,0
CL,0.023947124535114245,0.05000971753904479,0.1386766468858372,0.17474413914941753,0.42791781435841497,0.2441123551648574,2
CLX,0.04650686816298538,0.07790722074050546,0.16920627339303623,0.1641038299258318,0.5483961970837814,0.18713190239366656,0
CMA,0.04981404975839626,0.13824977484163967,0.2490490936708424,0.36581814959954817,0.41418400745092643,0.4928854272122858,2
CMCSA,0.042885214253816195,0.11463152582278072,0.2170982464192737,0.2290604850190461,0.5321180609501592,0.3716604100588405,2
CME,0.10086689344726646,0.05901080099752218,0.18264995704121542,0.07729178631106504,0.8017063914784432,0.1809676403616025,0
CMG,0.11634046727178732,0.26931558546814516,0.2865016664702391,0.4724720973239034,0.6721973446228954,0.2946049441557204,2
CMI,0.044309600744506045,0.10883706846324329,0.20671297779513106,0.2803949485957198,0.5362800440992276,0.5426074355399063,2
CMS,0.0670781413410077,0.012055971860015613,0.1347215812809247,0.10017034047900769,0.7553090189617695,0.0987797605029857,0
CNC,0.1319281775986312,0.21048144813571493,0.3051915481783938,0.38483459483251403,0.6713039749352565,0.45056406795274306,2
CNP,0.03974931137208246,0.04123906992307802,0.15990976675642007,0.12894489375307186,0.4990510278701274,0.19404243448674846,2
COF,0.024841390076936448,0.1201382235714887,0.20606941662786374,0.26907059995367044,0.4634110342148483,0.5295632083281668,2
COO,0.08829578850976588,0.11395426596208905,0.21367531758905048,0.10356925202479722,0.6880821030657127,0.3219135260619309,0
COP,0.06163975419907297,0.1718889442063353,0.25675352178121513,0.3135294600934492,0.5136983776495311,0.4460419918969636,2
COR,0.0306582158032446,0.17878389044985396,0.29261041806471133,0.26768260806777544,0.40264185636935296,0.3671736673256525,2
COST,0.0964782090098065,0.07230841468086252,0.1488557471896184,0.15429513347955562,0.7768144854792903,0.3052419596262939,0
CPB,0.006620496118097091,0.16271790362945074,0.2228982057887555,0.44133243176265746,0.3106123138264565,0.1865256911325094,2
